date,ticker,open,high,low,close,volume
2015-09-02,AAPL,24.771502803371042,25.24567222595215,24.52430328012755,25.24567222595215,247555200
2015-09-02,ADBE,77.0,77.33000183105469,75.54000091552734,77.25,3533800
2015-09-02,AMD,1.75,1.7699999809265137,1.7200000286102295,1.7699999809265137,6306100
2015-09-02,AMZN,25.254499435424805,25.542999267578125,24.88599967956543,25.52750015258789,74142000
2015-09-02,CRM,67.0028766219945,67.38949584960938,65.75382704276568,67.38949584960938,3465400
2015-09-02,CSCO,18.76164985841012,18.812971068127066,18.38773638967486,18.805639266967773,27925300
2015-09-02,GOOGL,31.709821524695233,32.06071578714772,31.34401539841502,32.053260803222656,37630000
2015-09-02,INTC,22.248683035072865,22.44487953186035,22.08387719940393,22.44487953186035,34618800
2015-09-02,META,88.32544214859365,89.39955139160156,87.1518800322186,89.39955139160156,27190500
2015-09-02,MSFT,36.91148389656343,37.80028771924398,36.49322386071998,37.782859802246094,37671500
2015-09-02,NFLX,109.30999755859375,109.5,100.30000305175781,105.44000244140625,39843300
2015-09-02,NVDA,0.5383121725496446,0.5400133774823215,0.5293200645013749,0.5397703647613525,344044000
2015-09-02,PYPL,34.599998474121094,35.08000183105469,33.834999084472656,35.06999969482422,7521000
2015-09-02,QCOM,42.0110151363934,42.19981171346407,41.542797551076966,42.18470764160156,11629100
2015-09-02,TSLA,16.35333251953125,16.525333404541016,15.985333442687988,16.512666702270508,69438000
2015-09-03,AAPL,25.279378452361136,25.344549072277275,24.728801501184112,24.802961349487305,212935600
2015-09-03,ADBE,77.5999984741211,79.55000305175781,77.36000061035156,78.31999969482422,3480100
2015-09-03,AMD,1.7599999904632568,1.850000023841858,1.7599999904632568,1.7899999618530273,7154200
2015-09-03,AMZN,25.725000381469727,25.79199981689453,25.12849998474121,25.236000061035156,62994000
2015-09-03,CRM,67.70672660664017,68.64847156678364,67.35976077204965,67.65715789794922,2937100
2015-09-03,CSCO,18.974264240612825,19.172218653163995,18.864290033105924,18.988927841186523,27958400
2015-09-03,GOOGL,32.20336665669526,32.36837740534605,31.50157612469734,31.66261100769043,34572000
2015-09-03,INTC,22.601832672880246,23.08840057554068,22.515507244221663,22.82157325744629,38665900
2015-09-03,META,89.2702529788895,89.32992317838048,87.25133029326355,87.66903686523438,27048200
2015-09-03,MSFT,37.826433659152826,38.32311773466063,37.71315384353511,37.90485763549805,28285200
2015-09-03,NFLX,102.69000244140625,104.16999816894531,100.11000061035156,101.05999755859375,29546700
2015-09-03,NVDA,0.5477901585258382,0.5504635292255974,0.5402562455149844,0.5412283539772034,262556000
2015-09-03,PYPL,35.0099983215332,35.459999084472656,34.77000045776367,35.310001373291016,6683800
2015-09-03,QCOM,42.4565760048872,42.86437442993184,41.89018626258425,41.950599670410156,10717900
2015-09-03,TSLA,16.804000854492188,16.80533218383789,16.333332061767578,16.3713321685791,62922000
2015-09-04,AAPL,24.488348501803344,24.820941424177935,24.38497493325339,24.55576515197754,199985200
2015-09-04,ADBE,76.98999786376953,78.2699966430664,76.38999938964844,76.88999938964844,2326500
2015-09-04,AMD,1.7599999904632568,1.840000033378601,1.7599999904632568,1.8200000524520874,6725300
2015-09-04,AMZN,24.88249969482422,25.142499923706055,24.781999588012695,24.950000762939453,53850000
2015-09-04,CRM,66.69557354313847,67.3795823037022,65.96200364360998,66.546875,3146000
2015-09-04,CSCO,18.63700674137212,18.805633924940402,18.585685546233744,18.710323333740234,26903500
2015-09-04,GOOGL,31.297297190509997,31.5358661603918,31.138251210588795,31.260517120361328,40478000
2015-09-04,INTC,22.42133976719271,22.680319133366854,22.29577410461499,22.38210105895996,29116500
2015-09-04,META,86.72422074144323,87.90773035180054,86.22694881611898,87.7784423828125,27328700
2015-09-04,MSFT,37.30360553582832,37.50402160501251,36.77206567562719,37.129329681396484,37138800
2015-09-04,NFLX,98.05000305175781,99.93000030517578,97.33999633789062,98.79000091552734,24212000
2015-09-04,NVDA,0.5319933271255939,0.5404994089143198,0.5283479048896698,0.5285909175872803,287972000
2015-09-04,PYPL,34.709999084472656,34.720001220703125,33.779998779296875,34.290000915527344,7483100
2015-09-04,QCOM,41.48993863181132,41.61076833723837,40.88579010467609,40.99906921386719,11424700
2015-09-04,TSLA,16.05933380126953,16.272666931152344,15.880000114440918,16.1286678314209,55338000
2015-09-08,AAPL,25.11308207251206,25.295109232847622,24.79172444362976,25.238927841186523,219374400
2015-09-08,ADBE,78.63999938964844,79.91000366210938,78.12999725341797,79.77999877929688,2670600
2015-09-08,AMD,1.850000023841858,1.8799999952316284,1.8300000429153442,1.8799999952316284,6009500
